codigo_producto,candidate_id,costo_flete_usd,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg
BR0147,t3_0_c02207,2003850.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0148,t3_0_c00182,676800.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0149,t3_0_c01542,67800.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0150,t3_0_c00182,279900.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0151,t3_0_c00346,223800.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0152,t3_0_c02207,277500.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0153,t3_0_c02480,463950.0,par_factible,BR0237|BR0242,3.0,392.449871,292.795882,243.066275,398.4498705515388,298.7958815675927,249.0662748061492,2,4,7,56,142.15000043203497
BR0154,t3_0_c00346,428250.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0155,t3_0_c02207,126600.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0156,t3_0_c03092,30000.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0157,t3_0_c03136,1225200.0,heuristica_9_29,solucion_greedy,3.0,393.693338,293.762925,251.100135,399.693338371577,299.7629247160242,257.10013500251296,2,4,7,56,142.60066525741104
BR0158,t3_0_c01542,34650.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0159,t3_0_c03010,557850.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0160,t3_0_c03010,273450.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0161,t3_0_c00182,49650.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0162,t3_0_c03029,260100.0,heuristica_9_29,solucion_greedy,3.0,392.304159,292.784278,217.837135,398.3041591655105,298.7842776303708,223.83713470907097,2,4,8,64,142.11792799100536
BR0163,t3_0_c00346,130500.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0164,t3_0_c03010,15150.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0165,t3_0_c00182,26100.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0166,t3_0_c03102,47100.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0167,t3_0_c03010,6450.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0168,t3_0_c00182,103950.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0169,t3_0_c01628,49050.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0170,t3_0_c03102,11700.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0171,t3_0_c03010,93750.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0172,t3_0_c03152,91650.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0173,t3_0_c00346,772350.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0174,t3_0_c03010,84600.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0175,t3_0_c00012,56400.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0176,t3_0_c00289,35400.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0177,t3_0_c00289,5700.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0178,t3_0_c00289,141450.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0179,t3_0_c03102,42000.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0180,t3_0_c00289,65100.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0181,t3_0_c00289,61350.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0182,t3_0_c01248,907650.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0183,t3_0_c01628,91200.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0184,t3_0_c00182,12450.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0185,t3_0_c02379,147750.0,par_factible,BR0081|BR0363,3.0,390.071033,269.923725,286.240594,396.0710332904915,275.9237252367458,292.2405943960971,2,4,6,48,137.00198950606264
BR0186,t3_0_c02207,187350.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0187,t3_0_c00180,1950.0,referencia_individual,BR0187,3.0,393.0,255.0,291.0,399.0,261.0,297.0,2,4,6,48,134.5565749235474
BR0188,t3_0_c00182,355950.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0189,t3_0_c00534,1501650.0,par_factible,BR0054|BR0332,3.0,389.502128,263.778633,248.727304,395.5021282188096,269.7786334860466,254.72730384100424,2,4,7,56,135.63318281444572
BR0190,t3_0_c03047,46650.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0191,t3_0_c01628,207000.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0192,t3_0_c02594,175950.0,par_factible,BR0192|BR0289,3.0,392.82299,233.742156,211.031205,398.8229902858053,239.7421560107224,217.03120525588807,2,5,8,80,130.18657416850718
BR0193,t3_0_c00635,1102350.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0194,t3_0_c00012,151050.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0195,t3_0_c00012,986700.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0196,t3_0_c00890,97050.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0197,t3_0_c00182,127500.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0198,t3_0_c00182,451650.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0199,t3_0_c03152,100800.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0200,t3_0_c01542,132600.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0201,t3_0_c03152,44550.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0202,t3_0_c01542,152100.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0203,t3_0_c01628,748050.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0204,t3_0_c01120,179250.0,par_factible,BR0020|BR0022,3.0,393.157276,270.402994,216.811719,399.157276011927,276.4029943728752,222.8117190474277,2,4,8,64,137.72890323849177
BR0205,t3_0_c00346,755700.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0206,t3_0_c00182,1126050.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0207,t3_0_c00182,1539600.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0208,t3_0_c00707,22500.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0209,t3_0_c01542,35550.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0209XL,t3_0_c00182,42600.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0210,t3_0_c01542,114600.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0211,t3_0_c03092,89250.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0212,t3_0_c02838,155700.0,par_factible,BR0212|BR0255,3.0,392.717311,284.364646,353.218362,398.7173114232068,290.3646459475544,359.2183616105726,2,4,5,40,140.4856182203387
BR0213,t3_0_c01850,112650.0,par_factible,BR0184|BR0320,3.0,393.132363,293.322218,206.121302,399.1323632756415,299.3222181172732,212.1213021991297,2,4,8,64,142.39644880589492
BR0214,t3_0_c02497,64650.0,par_factible,BR0100|BR0150,3.0,390.190404,289.461577,187.666631,396.1904041069792,295.4615773905373,193.66663093066367,2,4,9,72,141.00957828695545
BR0215,t3_0_c02497,7800.0,par_factible,BR0100|BR0150,3.0,390.190404,289.461577,187.666631,396.1904041069792,295.4615773905373,193.66663093066367,2,4,9,72,141.00957828695545
BR0216,t3_0_c00289,74250.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0217,t3_0_c01542,53850.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0218,t3_0_c03092,3750.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0219,t3_0_c02202,94650.0,par_factible,BR0315|BR0319,3.0,390.885529,289.930176,164.593052,396.8855288718978,295.9301763781894,170.59305211647654,2,4,10,80,141.24683083589952
BR0220,t3_0_c03128,65100.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0221,t3_0_c00289,439200.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0222,t3_0_c03016,123150.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0223,t3_0_c03128,103800.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0224,t3_0_c01337,57750.0,par_factible,BR0046|BR0224,3.0,390.85461,265.073563,143.157067,396.8546103352174,271.0735631751822,149.1570667220991,2,4,12,96,136.17292018560644
BR0225,t3_0_c00208,114150.0,optima_individual,BR0225,3.0,389.167841,232.941434,161.35688,395.1678408604193,238.94143362717824,167.35687963369838,2,5,10,100,129.27813954894955
BR0226,t3_0_c03128,40500.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0227,t3_0_c02926,108450.0,par_factible,BR0023|BR0265,3.0,393.259671,233.837818,190.052732,399.2596709720018,239.83781831045505,196.0527315200292,2,5,9,90,130.29510484861507
BR0228,t3_0_c03128,67500.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0229,t3_0_c03016,341250.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0230,t3_0_c03102,3600.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0231,t3_0_c03092,3600.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0232,t3_0_c00215,31200.0,optima_individual,BR0238,3.0,393.693331,293.762921,251.100142,399.6933311476535,299.7629213646659,257.1001424671451,2,4,7,56,142.60066310139027
BR0233,t3_0_c00012,1385550.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0234,t3_0_c03128,116700.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0235,t3_0_c00707,30450.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0236,t3_0_c00707,231300.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0237,t3_0_c02480,45000.0,par_factible,BR0237|BR0242,3.0,392.449871,292.795882,243.066275,398.4498705515388,298.7958815675927,249.0662748061492,2,4,7,56,142.15000043203497
BR0238,t3_0_c01248,102600.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0239,t3_0_c03137,3838050.0,heuristica_9_29,solucion_greedy,3.0,392.065468,233.576201,262.412062,398.0654683053455,239.57620056399705,268.41206164773905,2,5,6,60,129.99830150241436
BR0240,t3_0_c03137,365550.0,heuristica_9_29,solucion_greedy,3.0,392.065468,233.576201,262.412062,398.0654683053455,239.57620056399705,268.41206164773905,2,5,6,60,129.99830150241436
BR0241,t3_0_c01248,57150.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0242,t3_0_c01248,275400.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0243,t3_0_c03186,2753250.0,heuristica_9_29,solucion_greedy,3.0,387.665073,289.102612,291.624397,393.6650731178058,295.1026122252151,297.62439693058565,2,4,6,48,140.42154645117654
BR0244,t3_0_c02480,1467600.0,par_factible,BR0237|BR0242,3.0,392.449871,292.795882,243.066275,398.4498705515388,298.7958815675927,249.0662748061492,2,4,7,56,142.15000043203497
BR0245,t3_0_c03140,44550.0,heuristica_9_29,solucion_greedy,3.0,390.56235,233.137386,249.184871,396.5623498432829,239.1373856065925,255.1848712797681,2,5,7,70,129.60239254839456
BR0246,t3_0_c00222,328650.0,optima_individual,BR0246,3.0,390.562342,233.137391,249.184871,396.56234210727047,239.1373906073542,255.18487086254729,2,5,7,70,129.60239199074917
BR0247,t3_0_c00635,2065050.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0248,t3_0_c00923,2160600.0,par_factible,BR0253|BR0256,3.0,390.939882,270.664985,343.648915,396.939881731385,276.6649848737939,349.6489152606723,2,4,5,40,137.33024803367562
BR0249,t3_0_c01679,883050.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0250,t3_0_c01679,41250.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0251,t3_0_c01916,450600.0,par_factible,BR0142|BR0403,3.0,393.732844,263.792926,337.999198,399.7328442354517,269.79292555839663,343.9991976250494,2,4,5,40,136.49862788865406
BR0252,t3_0_c01916,4389900.0,par_factible,BR0142|BR0403,3.0,393.732844,263.792926,337.999198,399.7328442354517,269.79292555839663,343.9991976250494,2,4,5,40,136.49862788865406
BR0253,t3_0_c03144,7174350.0,heuristica_9_29,solucion_greedy,3.0,383.203479,276.145403,348.428257,389.2034789629902,282.1454030536805,354.4282565583631,2,4,5,40,136.8703123377514
BR0254,t3_0_c00923,147450.0,par_factible,BR0253|BR0256,3.0,390.939882,270.664985,343.648915,396.939881731385,276.6649848737939,349.6489152606723,2,4,5,40,137.33024803367562
BR0255,t3_0_c02838,2653050.0,par_factible,BR0212|BR0255,3.0,392.717311,284.364646,353.218362,398.7173114232068,290.3646459475544,359.2183616105726,2,4,5,40,140.4856182203387
BR0256,t3_0_c02838,1531200.0,par_factible,BR0212|BR0255,3.0,392.717311,284.364646,353.218362,398.7173114232068,290.3646459475544,359.2183616105726,2,4,5,40,140.4856182203387
BR0257,t3_0_c01679,361650.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0258,t3_0_c01679,402000.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0259,t3_0_c00534,103500.0,par_factible,BR0054|BR0332,3.0,389.502128,263.778633,248.727304,395.5021282188096,269.7786334860466,254.72730384100424,2,4,7,56,135.63318281444572
BR0260,t3_0_c01120,38850.0,par_factible,BR0020|BR0022,3.0,393.157276,270.402994,216.811719,399.157276011927,276.4029943728752,222.8117190474277,2,4,8,64,137.72890323849177
BR0261,t3_0_c03016,59850.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0262,t3_0_c03016,20700.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0263,t3_0_c02333,88500.0,par_factible,BR0097|BR0263,3.0,393.584169,232.226083,201.606053,399.5841687280819,238.2260826512745,207.6060529753065,2,5,8,80,130.032671025353
BR0264,t3_0_c00970,307050.0,par_factible,BR0097|BR0302,3.0,393.79411,233.95096,209.483883,399.7941102208086,239.9509600145156,215.4838825883871,2,5,8,80,130.42712950771136
BR0265,t3_0_c02926,114450.0,par_factible,BR0023|BR0265,3.0,393.259671,233.837818,190.052732,399.2596709720018,239.83781831045505,196.0527315200292,2,5,9,90,130.29510484861507
BR0266,t3_0_c00890,102300.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0267,t3_0_c00635,503700.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0268,t3_0_c01542,613500.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0269,t3_0_c03016,190800.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0270,t3_0_c00182,104850.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0271,t3_0_c00182,107550.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0272,t3_0_c03136,104850.0,heuristica_9_29,solucion_greedy,3.0,393.693338,293.762925,251.100135,399.693338371577,299.7629247160242,257.10013500251296,2,4,7,56,142.60066525741104
BR0273,t3_0_c03152,63150.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0274,t3_0_c01248,51600.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0275,t3_0_c01542,115200.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0276,t3_0_c03010,113400.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0277,t3_0_c01679,249000.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0278,t3_0_c01679,213900.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0279,t3_0_c03136,243150.0,heuristica_9_29,solucion_greedy,3.0,393.693338,293.762925,251.100135,399.693338371577,299.7629247160242,257.10013500251296,2,4,7,56,142.60066525741104
BR0280,t3_0_c01248,234300.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0281,t3_0_c03152,46650.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0282,t3_0_c00890,62850.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0283,t3_0_c03152,58950.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0284,t3_0_c01628,134700.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0285,t3_0_c01542,16200.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0286,t3_0_c01542,5250.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0287,t3_0_c01679,346500.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0288,t3_0_c01230,273450.0,par_factible,BR0050|BR0090,3.0,393.091064,233.867255,227.079559,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0289,t3_0_c03157,87150.0,heuristica_9_29,solucion_greedy,3.0,389.167841,232.941427,213.745483,395.1678411070869,238.94142670775648,219.74548313814216,2,5,8,80,129.27813818855114
BR0290,t3_0_c00012,107100.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0291,t3_0_c00182,111450.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0292,t3_0_c01679,193200.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0293,t3_0_c02207,153600.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0294,t3_0_c01791,17100.0,par_factible,BR0214|BR0419,3.0,391.126314,291.939903,182.262916,397.1263136735645,297.9399027631621,188.2629163892192,2,4,9,72,141.7056506496894
BR0295,t3_0_c00858,74850.0,par_factible,BR0016|BR0299,3.0,393.708194,293.770813,232.894947,399.70819378400495,299.77081312233565,238.89494672352689,2,4,7,56,142.6053021215781
