"codigo_producto","caja_grosor_mm","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","caja_interior_largo","caja_interior_ancho","caja_interior_alto","perimetro_caja_m","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","caja_tipo_id","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_bakersfield","volumen_producto_planta_monterrey","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","cantidad_productos","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","costo_por_pallet","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_total","costo_pallet_planta_buenos_aires","costo_pallet_planta_curitiba","costo_pallet_planta_santiago","costo_pallet_planta_monterrey","costo_pallet_planta_bakersfield","costo_pallets_total"
"BR0056",3,399.644347892194,239.933489959603,250.37433488558,393.644347892194,233.933489959603,244.37433488558,1.27915567570359,7,2,5,70,0.972542651688049,37,15355,0,0,0,15355,15355,0,0,0,0,219.357142857143,0,0,0,0,219.357142857143,7,1177134,152922,147007,50407,59535,0.6,136029,-20,0,0,10,10,0.48,0.6,0.6,0.66,0.66,150,7370.4,0,0,0,0,7370.4,32903.5714285714,0,0,0,0,32903.5714285714
"BR0057",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,23499,0,0,0,23499,23499,0,0,0,0,335.7,0,0,0,0,335.7,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,11279.52,0,0,0,0,11279.52,50355,0,0,0,0,50355
"BR0058",3,393.138873425588,193.891399902552,148.617418992871,387.138873425588,187.891399902552,142.617418992871,1.17406054665628,12,2,6,144,0.944045668166689,1,7710,0,0,0,7710,7710,0,0,0,0,53.5416666666667,0,0,0,0,53.5416666666667,2,41870,0,0,0,0,0.6,12561,0,10,10,10,10,0.6,0.66,0.66,0.66,0.66,150,4626,0,0,0,0,4626,8031.25,0,0,0,0,8031.25
"BR0059",3,396.736060465176,239.523320860284,264.159669960407,390.736060465176,233.523320860284,258.159669960407,1.27251876265092,6,2,5,60,0.871612613269493,5,4286,0,0,0,4286,4286,0,0,0,0,71.4333333333333,0,0,0,0,71.4333333333333,5,437365,0,0,0,0,0.6,52483.8,-10,10,10,10,10,0.54,0.66,0.66,0.66,0.66,150,2314.44,0,0,0,0,2314.44,10715,0,0,0,0,10715
"BR0060",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,28971,0,0,0,28971,28971,0,0,0,0,413.871428571429,0,0,0,0,413.871428571429,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,13906.08,0,0,0,0,13906.08,62080.7142857143,0,0,0,0,62080.7142857143
"BR0061",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,4504,0,0,0,4504,4504,0,0,0,0,64.3428571428571,0,0,0,0,64.3428571428571,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,2161.92,0,0,0,0,2161.92,9651.42857142857,0,0,0,0,9651.42857142857
"BR0062",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,6025,0,0,0,6025,6025,0,0,0,0,86.0714285714286,0,0,0,0,86.0714285714286,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,2892,0,0,0,0,2892,12910.7142857143,0,0,0,0,12910.7142857143
"BR0063",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,11555,0,0,0,11555,11555,0,0,0,0,165.071428571429,0,0,0,0,165.071428571429,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,5546.4,0,0,0,0,5546.4,24760.7142857143,0,0,0,0,24760.7142857143
"BR0064",3,396.736060465176,239.523320860284,264.159669960407,390.736060465176,233.523320860284,258.159669960407,1.27251876265092,6,2,5,60,0.871612613269493,5,14837,0,0,0,14837,14837,0,0,0,0,247.283333333333,0,0,0,0,247.283333333333,5,437365,0,0,0,0,0.6,52483.8,-10,10,10,10,10,0.54,0.66,0.66,0.66,0.66,150,8011.98,0,0,0,0,8011.98,37092.5,0,0,0,0,37092.5
"BR0065",3,399.789976507924,298.39926405273,178.172392210324,393.789976507924,292.39926405273,172.172392210324,1.39637848112131,10,2,4,80,0.984048058693944,44,96294,0,0,0,96294,0,0,0,96294,0,0,0,0,0,1203.675,1203.675,8,0,0,849440,0,6262376,0.6,533386.2,10,10,-20,10,-30,0.66,0.66,0.48,0.66,0.42,150,0,0,0,0,40443.48,40443.48,0,0,0,0,180551.25,180551.25
"BR0066",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,59101,0,0,0,59101,0,0,0,59101,0,0,0,0,0,671.602272727273,671.602272727273,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,0,0,0,0,31914.54,31914.54,0,0,0,0,100740.340909091,100740.340909091
"BR0067",3,399.926643810439,277.254614848935,255.936472350173,393.926643810439,271.254614848935,249.936472350173,1.35436251731875,7,2,4,56,0.919677561683307,56,0,17211,0,0,17211,0,17211,0,0,0,0,307.339285714286,0,0,0,307.339285714286,20,3032900,39372600,14009120,29426500,20363600,0.6,3186141.6,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,7228.62,0,0,0,7228.62,0,46100.8928571429,0,0,0,46100.8928571429
"BR0068",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,0,40139,0,0,40139,0,0,40139,0,0,0,0,627.171875,0,0,627.171875,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,0,0,16858.38,0,0,16858.38,0,0,94075.78125,0,0,94075.78125
"BR0069",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,50453,0,0,0,50453,0,7848,0,0,42605,0,122.625,0,665.703125,0,788.328125,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,3296.16,0,17894.1,0,21190.26,0,18393.75,0,99855.46875,0,118249.21875
"BR0070",3,398.579922309114,276.660762454932,199.633529189483,392.579922309114,270.660762454932,193.633529189483,1.35048136952809,9,2,4,72,0.917244740936732,11,34374,0,0,0,34374,0,11465,0,0,22909,0,159.236111111111,0,318.180555555556,0,477.416666666667,14,1653176,23126782,5354454,10334100,0,0.6,1734364.8,-20,-30,-20,-30,10,0.48,0.42,0.48,0.42,0.66,150,0,4815.3,0,9621.78,0,14437.08,0,23885.4166666667,0,47727.0833333333,0,71612.5
"BR0071",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,0,38905,0,0,38905,38905,0,0,0,0,607.890625,0,0,0,0,607.890625,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,18674.4,0,0,0,0,18674.4,91183.59375,0,0,0,0,91183.59375
"BR0072",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,0,41795,0,0,41795,41795,0,0,0,0,653.046875,0,0,0,0,653.046875,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,20061.6,0,0,0,0,20061.6,97957.03125,0,0,0,0,97957.03125
"BR0073",3,399.789976507924,298.39926405273,178.172392210324,393.789976507924,292.39926405273,172.172392210324,1.39637848112131,10,2,4,80,0.984048058693944,44,0,28834,0,0,28834,0,0,0,28834,0,0,0,0,0,360.425,360.425,8,0,0,849440,0,6262376,0.6,533386.2,10,10,-20,10,-30,0.66,0.66,0.48,0.66,0.42,150,0,0,0,0,12110.28,12110.28,0,0,0,0,54063.75,54063.75
"BR0074",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,0,26579,0,0,26579,0,26579,0,0,0,0,474.625,0,0,0,474.625,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,0,11163.18,0,0,0,11163.18,0,71193.75,0,0,0,71193.75
"BR0075",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,0,21503,0,0,21503,0,21503,0,0,0,0,447.979166666667,0,0,0,447.979166666667,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,0,9031.26,0,0,0,9031.26,0,67196.875,0,0,0,67196.875
"BR0076",3,398.816671857971,269.672587953179,179.323471288646,392.816671857971,263.672587953179,173.323471288646,1.3369785196223,10,2,4,80,0.892880819994613,17,34665,0,0,0,34665,5413,12325,8066,4798,4063,67.6625,154.0625,100.825,50.7875,59.975,433.3125,7,37891,3532942,1166893,28441,447874,0.6,446917.8,10,-30,-20,10,-10,0.66,0.42,0.48,0.66,0.54,150,3572.58,5176.5,3871.68,2681.58,2590.92,17893.26,10149.375,23109.375,15123.75,7618.125,8996.25,64996.875
"BR0077",3,399.397607007077,299.568154721256,255.904557806744,393.397607007077,293.568154721256,249.904557806744,1.39793152345667,7,2,4,56,0.992255266339286,29,668048,0,214076,0,882124,0,0,882124,0,0,0,0,15752.2142857143,0,0,15752.2142857143,2,0,0,2678974,0,0,0.6,803692.2,10,10,-30,10,10,0.66,0.66,0.42,0.66,0.66,150,0,0,370492.08,0,0,370492.08,0,0,2362832.14285714,0,0,2362832.14285714
"BR0078",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,9556,0,1144369,0,1153925,0,0,1153925,0,0,0,0,24040.1041666667,0,0,24040.1041666667,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,0,0,484648.5,0,0,484648.5,0,0,3606015.625,0,0,3606015.625
"BR0079",3,399.926643810439,277.254614848935,255.936472350173,393.926643810439,271.254614848935,249.936472350173,1.35436251731875,7,2,4,56,0.919677561683307,56,0,34751,0,0,34751,0,0,34751,0,0,0,0,620.553571428571,0,0,620.553571428571,20,3032900,39372600,14009120,29426500,20363600,0.6,3186141.6,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,0,14595.42,0,0,14595.42,0,0,93083.0357142857,0,0,93083.0357142857
"BR0080",3,397.509154021161,276.418918157633,290.666922283448,391.509154021161,270.418918157633,284.666922283448,1.34785614435759,6,2,4,48,0.88717237160278,8,0,25092,0,0,25092,0,0,25092,0,0,0,0,522.75,0,0,522.75,7,92043,872844,4159729,69076,916881,0.6,523763.4,10,-20,-30,10,-20,0.66,0.48,0.42,0.66,0.48,150,0,0,10538.64,0,0,10538.64,0,0,78412.5,0,0,78412.5
"BR0081",3,399.877441753675,277.234396359934,298.438073667139,393.877441753675,271.234396359934,292.438073667139,1.35422367622722,6,2,4,48,0.919021653979895,50,0,4121,0,0,4121,0,4121,0,0,0,0,85.8541666666667,0,0,0,85.8541666666667,9,0,9281511,4539762,0,0,0.6,921418.2,10,-30,-30,10,10,0.66,0.42,0.42,0.66,0.66,150,0,1730.82,0,0,0,1730.82,0,12878.125,0,0,0,12878.125
"BR0082",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,0,39328,0,0,39328,0,4555,34773,0,0,0,94.8958333333333,724.4375,0,0,819.333333333333,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,0,1913.1,14604.66,0,0,16517.76,0,14234.375,108665.625,0,0,122900
"BR0083",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,0,70617,0,0,70617,0,0,70617,0,0,0,0,1471.1875,0,0,1471.1875,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,0,0,29659.14,0,0,29659.14,0,0,220678.125,0,0,220678.125
"BR0084",3,399.926643810439,277.254614848935,255.936472350173,393.926643810439,271.254614848935,249.936472350173,1.35436251731875,7,2,4,56,0.919677561683307,56,0,24454,0,0,24454,0,0,24454,0,0,0,0,436.678571428571,0,0,436.678571428571,20,3032900,39372600,14009120,29426500,20363600,0.6,3186141.6,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,0,10270.68,0,0,10270.68,0,0,65501.7857142857,0,0,65501.7857142857
"BR0085",3,397.509154021161,276.418918157633,290.666922283448,391.509154021161,270.418918157633,284.666922283448,1.34785614435759,6,2,4,48,0.88717237160278,8,0,17199,0,0,17199,0,2066,15133,0,0,0,43.0416666666667,315.270833333333,0,0,358.3125,7,92043,872844,4159729,69076,916881,0.6,523763.4,10,-20,-30,10,-20,0.66,0.48,0.42,0.66,0.48,150,0,991.68,6355.86,0,0,7347.54,0,6456.25,47290.625,0,0,53746.875
"BR0086",3,399.555282378015,238.973500554299,244.125950324208,393.555282378015,232.973500554299,238.125950324208,1.27705756586463,7,2,5,70,0.944267127028848,33,0,32651,0,0,32651,0,0,32651,0,0,0,0,466.442857142857,0,0,466.442857142857,12,1379580,1519512,645816,0,0,0.6,177245.4,-20,-20,-10,10,10,0.48,0.48,0.54,0.66,0.66,150,0,0,17631.54,0,0,17631.54,0,0,69966.4285714286,0,0,69966.4285714286
"BR0087",3,399.091067535497,239.867256980065,233.07956154354,393.091067535497,233.867256980065,227.07956154354,1.27791664903112,7,2,5,70,0.903860631245766,24,0,16019,0,0,16019,0,16019,0,0,0,0,228.842857142857,0,0,0,228.842857142857,8,251720,1068736,3557680,544936,997144,0.6,481516.2,0,-20,-20,-10,-20,0.6,0.48,0.48,0.54,0.48,150,0,7689.12,0,0,0,7689.12,0,34326.4285714286,0,0,0,34326.4285714286
"BR0088",3,399.707692424025,269.789457249705,252.609612684429,393.707692424025,263.789457249705,246.609612684429,1.33899429934746,7,2,4,56,0.882798614033888,40,0,10654,0,0,10654,0,0,10654,0,0,0,0,190.25,0,0,190.25,10,680,5815640,5053100,510,610,0.6,652232.4,10,-30,-30,10,10,0.66,0.42,0.42,0.66,0.66,150,0,0,4474.68,0,0,4474.68,0,0,28537.5,0,0,28537.5
"BR0089",3,397.471079795313,239.630666481262,254.209749977919,391.471079795313,233.630666481262,248.209749977919,1.27420349255315,7,2,5,70,0.980831569193078,7,33240,0,0,0,33240,0,33240,0,0,0,0,474.857142857143,0,0,0,474.857142857143,2,306702,66480,0,0,0,0.6,111954.6,-20,0,10,10,10,0.48,0.6,0.66,0.66,0.66,150,0,19944,0,0,0,19944,0,71228.5714285714,0,0,0,71228.5714285714
"BR0090",3,399.091067535497,239.867256980065,233.07956154354,393.091067535497,233.867256980065,227.07956154354,1.27791664903112,7,2,5,70,0.903860631245766,24,53180,0,0,0,53180,0,0,0,0,53180,0,0,0,759.714285714286,0,759.714285714286,8,251720,1068736,3557680,544936,997144,0.6,481516.2,0,-20,-20,-10,-20,0.6,0.48,0.48,0.54,0.48,150,0,0,0,28717.2,0,28717.2,0,0,0,113957.142857143,0,113957.142857143
"BR0091",3,398.728014516786,239.721351436929,222.275080893379,392.728014516786,233.721351436929,216.275080893379,1.27689873190743,8,2,5,80,0.983604469130541,15,35060,0,0,0,35060,0,0,0,0,35060,0,0,0,438.25,0,438.25,3,0,499359,1174053,105180,0,0.6,355718.4,10,-20,-20,0,10,0.66,0.48,0.48,0.6,0.66,150,0,0,0,21036,0,21036,0,0,0,65737.5,0,65737.5
"BR0092",3,399.926643810439,277.254614848935,255.936472350173,393.926643810439,271.254614848935,249.936472350173,1.35436251731875,7,2,4,56,0.919677561683307,56,994936,2,29,352,995319,0,367465,0,528153,99701,0,6561.875,0,1780.375,9431.30357142857,17773.5535714286,20,3032900,39372600,14009120,29426500,20363600,0.6,3186141.6,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,154335.3,0,41874.42,221824.26,418033.98,0,984281.25,0,267056.25,1414695.53571429,2666033.03571429
"BR0092XL",3,399.709108395608,299.774039414591,238.891854981838,393.709108395608,293.774039414591,232.891854981838,1.3989662956204,7,2,4,56,0.927649033640618,41,975733,2,29,345,976109,0,360373,0,517960,97776,0,6435.23214285714,0,1746,9249.28571428571,17430.5178571429,9,0,6935679,0,879984,8400276,0.6,1081062.6,10,-30,10,-10,-30,0.66,0.42,0.66,0.54,0.42,150,0,151356.66,0,52799.04,217543.2,421698.9,0,965284.821428571,0,261900,1387392.85714286,2614577.67857143
"BR0093",3,399.926643810439,277.254614848935,255.936472350173,393.926643810439,271.254614848935,249.936472350173,1.35436251731875,7,2,4,56,0.919677561683307,56,1344858,1,0,771,1345630,0,0,0,0,1345630,0,0,0,24029.1071428571,0,24029.1071428571,20,3032900,39372600,14009120,29426500,20363600,0.6,3186141.6,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,0,0,565164.6,0,565164.6,0,0,0,3604366.07142857,0,3604366.07142857
"BR0094",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,2580970,0,391,11548,2592909,0,789405,52684,576827,1173993,0,12334.453125,823.1875,18343.640625,9012.921875,40514.203125,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,331550.1,22127.28,493077.06,242267.34,1089021.78,0,1850167.96875,123478.125,2751546.09375,1351938.28125,6077130.46875
"BR0095",3,399.600991575886,273.593475697859,221.693409032635,393.600991575886,267.593475697859,215.693409032635,1.34638893454749,8,2,4,64,0.897679508200255,35,654373,0,0,6544,660917,0,0,0,0,660917,0,0,0,10326.828125,0,10326.828125,8,0,0,0,8457616,0,0.6,634321.2,10,10,10,-30,10,0.66,0.66,0.66,0.42,0.66,150,0,0,0,277585.14,0,277585.14,0,0,0,1549024.21875,0,1549024.21875
"BR0096",3,398.579922309114,276.660762454932,199.633529189483,392.579922309114,270.660762454932,193.633529189483,1.35048136952809,9,2,4,72,0.917244740936732,11,421303,0,0,4226,425529,0,123907,0,0,301622,0,1720.93055555556,0,4189.19444444444,0,5910.125,14,1653176,23126782,5354454,10334100,0,0.6,1734364.8,-20,-30,-20,-30,10,0.48,0.42,0.48,0.42,0.66,150,0,52040.94,0,126681.24,0,178722.18,0,258139.583333333,0,628379.166666667,0,886518.75
"BR0097",3,399.79411415875,239.950962354025,215.483884683226,393.79411415875,233.950962354025,209.483884683226,1.27949015302555,8,2,5,80,0.957017627627729,45,137695,0,0,0,137695,0,22469,0,0,115226,0,280.8625,0,1440.325,0,1721.1875,5,3997110,514185,0,1234415,0,0.6,689485.2,-30,-20,10,-20,10,0.42,0.48,0.66,0.48,0.66,150,0,10785.12,0,55308.48,0,66093.6,0,42129.375,0,216048.75,0,258178.125
"BR0098",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,342718,0,0,0,342718,0,85883,0,0,256835,0,1341.921875,0,4013.046875,0,5354.96875,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,36070.86,0,107870.7,0,143941.56,0,201288.28125,0,601957.03125,0,803245.3125
"BR0099",3,399.79411415875,239.950962354025,215.483884683226,393.79411415875,233.950962354025,209.483884683226,1.27949015302555,8,2,5,80,0.957017627627729,45,64345,0,0,0,64345,0,0,0,0,64345,0,0,0,804.3125,0,804.3125,5,3997110,514185,0,1234415,0,0.6,689485.2,-30,-20,10,-20,10,0.42,0.48,0.66,0.48,0.66,150,0,0,0,30885.6,0,30885.6,0,0,0,120646.875,0,120646.875
"BR0100",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,78594,0,0,0,78594,78594,0,0,0,0,982.425,0,0,0,0,982.425,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,33009.48,0,0,0,0,33009.48,147363.75,0,0,0,0,147363.75
"BR0101",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,22584,0,0,0,22584,22584,0,0,0,0,282.3,0,0,0,0,282.3,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,9485.28,0,0,0,0,9485.28,42345,0,0,0,0,42345
"BR0102",3,399.817939885665,299.858578161277,191.063687650431,393.817939885665,293.858578161277,185.063687650431,1.39935303609388,9,2,4,72,0.954433486798637,47,26836,0,0,0,26836,0,26836,0,0,0,0,372.722222222222,0,0,0,372.722222222222,3,0,184470,0,0,0,0.6,36894,10,-10,10,10,10,0.66,0.54,0.66,0.66,0.66,150,0,14491.44,0,0,0,14491.44,0,55908.3333333333,0,0,0,55908.3333333333
"BR0103",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,12945,42798,155,6025,61923,61923,0,0,0,0,967.546875,0,0,0,0,967.546875,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,26007.66,0,0,0,0,26007.66,145132.03125,0,0,0,0,145132.03125
"BR0104",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,147015,0,0,0,147015,147015,0,0,0,0,2041.875,0,0,0,0,2041.875,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,61746.3,0,0,0,0,61746.3,306281.25,0,0,0,0,306281.25
"BR0105",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,1002414,0,1783,0,1004197,304156,700041,0,0,0,3801.95,8750.5125,0,0,0,12552.4625,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,127745.52,294017.22,0,0,0,421762.74,570292.5,1312576.875,0,0,0,1882869.375
"BR0106",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,12591,0,1,0,12592,0,0,12592,0,0,0,0,196.75,0,0,196.75,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,0,5288.64,0,0,5288.64,0,0,29512.5,0,0,29512.5
"BR0107",3,399.707692424025,269.789457249705,252.609612684429,393.707692424025,263.789457249705,246.609612684429,1.33899429934746,7,2,4,56,0.882798614033888,40,80644,0,0,922,81566,0,0,81566,0,0,0,0,1456.53571428571,0,0,1456.53571428571,10,680,5815640,5053100,510,610,0.6,652232.4,10,-30,-30,10,10,0.66,0.42,0.42,0.66,0.66,150,0,0,34257.72,0,0,34257.72,0,0,218480.357142857,0,0,218480.357142857
"BR0108",3,399.891448512403,299.919553286123,317.631731930534,393.891448512403,293.919553286123,311.631731930534,1.39962200359705,5,2,4,40,0.881834393858629,52,0,11355,0,0,11355,0,11355,0,0,0,0,283.875,0,0,0,283.875,3,0,370332,1294461,0,0,0.6,332958.6,10,-20,-20,10,10,0.66,0.48,0.48,0.66,0.66,150,0,5450.4,0,0,0,5450.4,0,42581.25,0,0,0,42581.25
"BR0109",3,399.891448512403,299.919553286123,317.631731930534,393.891448512403,293.919553286123,311.631731930534,1.39962200359705,5,2,4,40,0.881834393858629,52,0,17891,0,0,17891,0,17891,0,0,0,0,447.275,0,0,0,447.275,3,0,370332,1294461,0,0,0.6,332958.6,10,-20,-20,10,10,0.66,0.48,0.48,0.66,0.66,150,0,8587.68,0,0,0,8587.68,0,67091.25,0,0,0,67091.25
"BR0110",3,399.600991575886,273.593475697859,221.693409032635,393.600991575886,267.593475697859,215.693409032635,1.34638893454749,8,2,4,64,0.897679508200255,35,126269,0,0,0,126269,0,0,0,0,126269,0,0,0,1972.953125,0,1972.953125,8,0,0,0,8457616,0,0.6,634321.2,10,10,10,-30,10,0.66,0.66,0.66,0.42,0.66,150,0,0,0,53032.98,0,53032.98,0,0,0,295942.96875,0,295942.96875
"BR0111",3,398.579922309114,276.660762454932,199.633529189483,392.579922309114,270.660762454932,193.633529189483,1.35048136952809,9,2,4,72,0.917244740936732,11,214237,0,0,0,214237,0,47356,0,0,166881,0,657.722222222222,0,2317.79166666667,0,2975.51388888889,14,1653176,23126782,5354454,10334100,0,0.6,1734364.8,-20,-30,-20,-30,10,0.48,0.42,0.48,0.42,0.66,150,0,19889.52,0,70090.02,0,89979.54,0,98658.3333333333,0,347668.75,0,446327.083333333
"BR0112",3,399.600991575886,273.593475697859,221.693409032635,393.600991575886,267.593475697859,215.693409032635,1.34638893454749,8,2,4,64,0.897679508200255,35,23107,0,0,0,23107,0,0,0,0,23107,0,0,0,361.046875,0,361.046875,8,0,0,0,8457616,0,0.6,634321.2,10,10,10,-30,10,0.66,0.66,0.66,0.42,0.66,150,0,0,0,9704.94,0,9704.94,0,0,0,54157.03125,0,54157.03125
