"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total"
"BR0065","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref F75","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",96294,0,0,0,96294,0,0,0,0,96294,0,0,0,0,1204,1204,0,0,0,0,50072.88,0,0,0,0,180600,180600,50072.88
"BR0066","Cubos de brocoli - sazonado, crocante - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"27f597341f2223c1757e942d65f52be3",59101,0,0,0,59101,0,0,0,0,59101,0,0,0,0,739,739,0,0,0,0,34574.085,0,0,0,0,110850,110850,34574.085
"BR0067","13 bolsas de 0,5 kg | Tiras para dip de brocoli con sal","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13X0,5 KG",13,0.5,"2361696c0cf9b4a8490d7098c11e6a51",0,17211,0,0,17211,0,17211,0,0,0,0,308,0,0,0,308,0,8261.28,0,0,0,0,46200,0,0,0,46200,8261.28
"BR0068","BonsaiGreen Espirales de brocoli 13 x 0,5 kg | Ref E18","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"ad99ed562d5d808977b10fa512bfde8b",0,40139,0,0,40139,0,0,40139,0,0,0,0,628,0,0,628,0,0,26090.35,0,0,0,0,94200,0,0,94200,26090.35
"BR0069","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 90Y","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"d57ede415e9b30ea0e94a15552298aa3",50453,0,0,0,50453,0,7848,0,42605,0,0,123,0,666,0,789,0,5179.68,0,23006.7,0,0,18450,0,99900,0,118350,28186.38
"BR0070","BonsaiPremium Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",34374,0,0,0,34374,0,11465,0,22909,0,0,180,0,358,0,538,0,5503.2,0,9621.78,0,0,27000,0,53700,0,80700,15124.98
"BR0071","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X1,0 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",0,38905,0,0,38905,38905,0,0,0,0,608,0,0,0,0,608,18674.4,0,0,0,0,91200,0,0,0,0,91200,18674.4
"BR0072","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",0,41795,0,0,41795,41795,0,0,0,0,654,0,0,0,0,654,20061.6,0,0,0,0,98100,0,0,0,0,98100,20061.6
"BR0073","BonsaiGreen Bastones rectos de brocoli 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"4f08f853cf7f9be28571df66a50bc322",0,28834,0,0,28834,0,0,0,0,28834,0,0,0,0,361,361,0,0,0,0,14993.68,0,0,0,0,54150,54150,14993.68
"BR0074","Brocoli en rejilla - sin gluten - Caja de 13 packs de 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6d5c1314ab281dbdd56dc5dde84579b9",0,26579,0,0,26579,0,26579,0,0,0,0,633,0,0,0,633,0,15947.4,0,0,0,0,94950,0,0,0,94950,15947.4
"BR0075","Espirales de brocoli - clasico - Caja de 13 packs de 0,75 kg | Ref QYX","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,8 kg",13,0.75,"3256a5fed07b421a92abee44a3d93243",0,21503,0,0,21503,0,21503,0,0,0,0,598,0,0,0,598,0,10321.44,0,0,0,0,89700,0,0,0,89700,10321.44
"BR0076","Bocados de brocoli con queso crema - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",34665,0,0,0,34665,5413,12325,8066,4063,4798,68,155,101,51,60,435,3572.58,6655.5,4839.6,2681.58,3166.68,10200,23250,15150,7650,9000,65250,20915.94
"BR0077","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",668048,0,214076,0,882124,0,0,882124,0,0,0,0,18378,0,0,18378,0,0,401366.42,0,0,0,0,2756700,0,0,2756700,401366.42
"BR0078","BonsaiGreen Espirales de brocoli sazonado 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"3256a5fed07b421a92abee44a3d93243",9556,0,1144369,0,1153925,0,0,1153925,0,0,0,0,32054,0,0,32054,0,0,484648.5,0,0,0,0,4808100,0,0,4808100,484648.5
"BR0079","13 bolsas de 0,5 kg | Espirales de brocoli sazonado | Ref 6FZ","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",0,34751,0,0,34751,0,0,34751,0,0,0,0,724,0,0,724,0,0,16680.48,0,0,0,0,108600,0,0,108600,16680.48
"BR0080","BonsaiGreen Brocoli en rejilla sazonado 13 x 0,5 kg | Ref 0S2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",0,25092,0,0,25092,0,0,25092,0,0,0,0,523,0,0,523,0,0,13549.68,0,0,0,0,78450,0,0,78450,13549.68
"BR0081","19 bolsas de 0,5 kg | Tiras para dip de brocoli sin gluten","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.5,"19X 0,5 KG",19,0.5,"689d55a5924317429c37f70116fcf10b",0,4121,0,0,4121,0,4121,0,0,0,0,86,0,0,0,86,0,2719.86,0,0,0,0,12900,0,0,0,12900,2719.86
"BR0082","BonsaiGreen Brocoli en rejilla 13 x 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"b1fa69af5a250262387efec5b10a19ae",0,39328,0,0,39328,0,4555,34773,0,0,0,127,966,0,0,1093,0,3006.3,20863.8,0,0,0,19050,144900,0,0,163950,23870.1
"BR0083","Espirales de brocoli - clasico - Caja de 13 packs de 0,5 kg | Ref BMF","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"3256a5fed07b421a92abee44a3d93243",0,70617,0,0,70617,0,0,70617,0,0,0,0,1962,0,0,1962,0,0,29659.14,0,0,0,0,294300,0,0,294300,29659.14
"BR0084","13 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",0,24454,0,0,24454,0,0,24454,0,0,0,0,510,0,0,510,0,0,11737.92,0,0,0,0,76500,0,0,76500,11737.92
"BR0085","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref E78","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",0,17199,0,0,17199,0,2066,15133,0,0,0,44,316,0,0,360,0,1363.56,8171.82,0,0,0,6600,47400,0,0,54000,9535.38
"BR0086","BonsaiGreen Bastones rectos de brocoli 9x9 mm 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13 X 0,75 KG",13,0.75,"ad23381bab48bad4640990fdc6a27c9b",0,32651,0,0,32651,0,0,32651,0,0,0,0,584,0,0,584,0,0,21223.15,0,0,0,0,87600,0,0,87600,21223.15
"BR0087","13 bolsas de 0,5 kg | Tiras para dip de brocoli","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"1c01c33ced1f5bfdb36a399ac98e0c68",0,16019,0,0,16019,0,16019,0,0,0,0,251,0,0,0,251,0,9371.115,0,0,0,0,37650,0,0,0,37650,9371.115
"BR0088","BonsaiGreen Bastones rectos de brocoli 9x9 mm sazonado 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13 X 0,75 KG",13,0.75,"fa8da38322149b23e14a120e71d38975",0,10654,0,0,10654,0,0,10654,0,0,0,0,191,0,0,191,0,0,4474.68,0,0,0,0,28650,0,0,28650,4474.68
"BR0089","BonsaiGreen Corte rustico de brocoli 5 x 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"1416893384452893b004453859dc1ae4",33240,0,0,0,33240,0,33240,0,0,0,0,594,0,0,0,594,0,21606,0,0,0,0,89100,0,0,0,89100,21606
"BR0090","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref NL0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X2,5 KG",5,2.5,"1c01c33ced1f5bfdb36a399ac98e0c68",53180,0,0,0,53180,0,0,0,53180,0,0,0,0,831,0,831,0,0,0,31110.3,0,0,0,0,124650,0,124650,31110.3
"BR0091","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref 212","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"b104736a19fe0c796651c18805508482",35060,0,0,0,35060,0,0,0,35060,0,0,0,0,548,0,548,0,0,0,22789,0,0,0,0,82200,0,82200,22789
"BR0092","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2361696c0cf9b4a8490d7098c11e6a51",994936,2,29,352,995319,0,367465,0,99701,528153,0,6562,0,1781,9432,17775,0,176383.2,0,41874.42,221824.26,0,984300,0,267150,1414800,2666250,440081.88
"BR0092XL","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"225c1760c0e9639bbb73f58d280b7a0e",975733,2,29,345,976109,0,360373,0,97776,517960,0,6436,0,1746,9250,17432,0,172979.04,0,52799.04,217543.2,0,965400,0,261900,1387500,2614800,443321.28
"BR0093","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref BKP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2361696c0cf9b4a8490d7098c11e6a51",1344858,1,0,771,1345630,0,0,0,1345630,0,0,0,0,24030,0,24030,0,0,0,565164.6,0,0,0,0,3604500,0,3604500,565164.6
"BR0094","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref AS7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",2580970,0,391,11548,2592909,0,789405,52684,1173993,576827,0,14097,941,20965,10301,46304,0,331550.1,25288.32,493077.06,242267.34,0,2114550,141150,3144750,1545150,6945600,1092182.82
"BR0095","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref LZG","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",654373,0,0,6544,660917,0,0,0,660917,0,0,0,0,11803,0,11803,0,0,0,277585.14,0,0,0,0,1770450,0,1770450,277585.14
"BR0096","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm | Ref 9PB","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",421303,0,0,4226,425529,0,123907,0,301622,0,0,1937,0,4713,0,6650,0,59475.36,0,126681.24,0,0,290550,0,706950,0,997500,186156.6
"BR0097","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm | Ref 34F","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e70cd62d04659cbda3f1df24c7140e35",137695,0,0,0,137695,0,22469,0,115226,0,0,352,0,1801,0,2153,0,15728.3,0,64526.56,0,0,52800,0,270150,0,322950,80254.86
"BR0098","Bastones rectos de brocoli 9x18 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",342718,0,0,0,342718,0,85883,0,256835,0,0,1342,0,4014,0,5356,0,46376.82,0,107870.7,0,0,201300,0,602100,0,803400,154247.52
"BR0099","BonsaiPremium Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref VTT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"1a3ffa8018de4637afcdd1e390e2602a",64345,0,0,0,64345,0,0,0,64345,0,0,0,0,1006,0,1006,0,0,0,33459.4,0,0,0,0,150900,0,150900,33459.4
"BR0100","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref BJP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"bdfc62c15432bf98daa6314e01c97f4b",78594,0,0,0,78594,78594,0,0,0,0,1092,0,0,0,0,1092,49514.22,0,0,0,0,163800,0,0,0,0,163800,49514.22
"BR0101","BonsaiGreen Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg | Ref UO0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a864dfb999785d464e7867269d6489cb",22584,0,0,0,22584,22584,0,0,0,0,314,0,0,0,0,314,15808.8,0,0,0,0,47100,0,0,0,0,47100,15808.8
"BR0102","BonsaiGreen Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg | Ref UO0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5e09543a8b7a6614f447c98559a39851",26836,0,0,0,26836,0,26836,0,0,0,0,497,0,0,0,497,0,14491.44,0,0,0,0,74550,0,0,0,74550,14491.44
"BR0103","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref F7E","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"ea4f4880b999f6854b641f68b394c657",12945,42798,155,6025,61923,61923,0,0,0,0,968,0,0,0,0,968,39011.49,0,0,0,0,145200,0,0,0,0,145200,39011.49
"BR0104","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref F7E","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"a555028b9dc4a080d444d0af6464279d",147015,0,0,0,147015,147015,0,0,0,0,2298,0,0,0,0,2298,76447.8,0,0,0,0,344700,0,0,0,0,344700,76447.8
"BR0105","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref TJZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"55b52b97c05b19dbbbefa191622fe36a",1002414,0,1783,0,1004197,304156,700041,0,0,0,4225,9723,0,0,0,13948,138390.98,318518.655,0,0,0,633750,1458450,0,0,0,2092200,456909.635
"BR0106","Bastones rectos de brocoli 13x13 mm - clasico - Caja de 5 packs de 2,5 kg | Ref TQN","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Atelier Frites","Bastones extra crocantes","Grueso",12.5,"5 X 2,5 KG",5,2.5,"371bc8e13ebaec61128f288334956fa5",12591,0,1,0,12592,0,0,12592,0,0,0,0,225,0,0,225,0,0,9003.28,0,0,0,0,33750,0,0,33750,9003.28
"BR0107","Bastones rectos de brocoli - clasico - Caja de 2 packs de 5,25 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",10.5,"2 X 5,25 KG",2,5.25,"35174969e008414733b7133a380c2f8c",80644,0,0,922,81566,0,0,81566,0,0,0,0,1457,0,0,1457,0,0,47716.11,0,0,0,0,218550,0,0,218550,47716.11
"BR0108","11 bolsas de 1 kg | Brocoli en rejilla","Brocoli en rejilla","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",11,"11 X 1 KG",11,1,"a2c4cc4e764be062aaefa64a99695dbe",0,11355,0,0,11355,0,11355,0,0,0,0,379,0,0,0,379,0,7494.3,0,0,0,0,56850,0,0,0,56850,7494.3
"BR0109","13 bolsas de 1 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"60eb77c934f99a121f410ec2037a2a46",0,17891,0,0,17891,0,17891,0,0,0,0,597,0,0,0,597,0,11808.06,0,0,0,0,89550,0,0,0,89550,11808.06
"BR0110","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref Y78","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"3826faf22304dbe5bef22f8c36155874",126269,0,0,0,126269,0,0,0,126269,0,0,0,0,2255,0,2255,0,0,0,53032.98,0,0,0,0,338250,0,338250,53032.98
"BR0111","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 5 packs de 2,5 kg | Ref FLQ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",214237,0,0,0,214237,0,47356,0,166881,0,0,740,0,2608,0,3348,0,22730.88,0,70090.02,0,0,111000,0,391200,0,502200,92820.9
"BR0112","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref 0FC","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",23107,0,0,0,23107,0,0,0,23107,0,0,0,0,362,0,362,0,0,0,9704.94,0,0,0,0,54300,0,54300,9704.94
"BR0113","5 bolsas de 2,5 kg | Bastones rectos de brocoli con cabo | Ref C2H","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"3f4b03b56bb388655f2cb1495b69f5d7",7783,0,0,0,7783,0,0,0,0,7783,0,0,0,0,163,163,0,0,0,0,5564.845,0,0,0,0,24450,24450,5564.845
"BR0114","5 bolsas de 1,75 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",8.75,"5 X 1,75 KG",5,1.75,"d0098765b25906b02fe80a96f1e6e287",9070,0,0,0,9070,9070,0,0,0,0,252,0,0,0,0,252,5986.2,0,0,0,0,37800,0,0,0,0,37800,5986.2
"BR0115","BonsaiGreen Brocoli en rejilla sazonado, picante, crocante 5 x 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",51630,0,0,0,51630,0,0,51630,0,0,0,0,1076,0,0,1076,0,0,23491.65,0,0,0,0,161400,0,0,161400,23491.65
"BR0116","5 bolsas de 2,5 kg | Gajos de brocoli sazonado, picante, crocante","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6730,0,0,0,6730,0,6730,0,0,0,0,85,0,0,0,85,0,3062.15,0,0,0,0,12750,0,0,0,12750,3062.15
"BR0117","BonsaiGreen Espirales de brocoli sazonado, picante, crocante 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",28815,0,0,0,28815,0,0,28815,0,0,0,0,601,0,0,601,0,0,13110.825,0,0,0,0,90150,0,0,90150,13110.825
"BR0118","Espirales de brocoli - clasico - Caja de 13 packs de 0,5 kg | Ref 57C","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"5752498adef915345dabc54b32edf146",0,16633,0,0,16633,0,16633,0,0,0,0,347,0,0,0,347,0,8981.82,0,0,0,0,52050,0,0,0,52050,8981.82
"BR0119","BonsaiGreen Bastones rectos de brocoli 5 x 2,5 kg | Ref WIX","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fea00d6f87d3f80808e9e8d1b501120a",19719,0,15880,0,35599,0,0,35599,0,0,0,0,660,0,0,660,0,0,21359.4,0,0,0,0,99000,0,0,99000,21359.4
"BR0120","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref MMY","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1333ec917a8a6111a3fac88649307892",439,0,0,0,439,439,0,0,0,0,8,0,0,0,0,8,338.03,0,0,0,0,1200,0,0,0,0,1200,338.03
"BR0121","16 bolsas de 0,75 kg | Brocoli en rejilla","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"c98f51071fa8c135d7071023f6b23ac0",0,12373,0,0,12373,0,12373,0,0,0,0,310,0,0,0,310,0,8846.695,0,0,0,0,46500,0,0,0,46500,8846.695
"BR0122","16 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"2358aed8ccfb64eb89ff5dcd9e30de7d",0,14021,0,0,14021,0,14021,0,0,0,0,468,0,0,0,468,0,8412.6,0,0,0,0,70200,0,0,0,70200,8412.6
"BR0123","BonsaiGreen Brocoli zigzag 13 x 1 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"0835ff365412a67b720a19713ec250f3",1,9195,0,0,9196,0,0,0,0,9196,0,0,0,0,192,192,0,0,0,0,6575.14,0,0,0,0,28800,28800,6575.14
"BR0124","16 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"2358aed8ccfb64eb89ff5dcd9e30de7d",0,12307,0,0,12307,0,12307,0,0,0,0,411,0,0,0,411,0,7384.2,0,0,0,0,61650,0,0,0,61650,7384.2
"BR0125","Gajos de brocoli - con cabo - Caja de 13 packs de 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"a699f7e10a026261e599215bbbee0cbc",16473,0,0,0,16473,0,4057,12416,0,0,0,64,194,0,0,258,0,3123.89,7822.08,0,0,0,9600,29100,0,0,38700,10945.97
"BR0126","13 bolsas de 1 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",13,"13 X 1 KG",13,1,"aaf392f3c544855a81cee5b4895b3983",0,58942,0,0,58942,58942,0,0,0,0,1228,0,0,0,0,1228,37133.46,0,0,0,0,184200,0,0,0,0,184200,37133.46
"BR0127","Gajos de brocoli - clasico - Caja de 13 packs de 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"a699f7e10a026261e599215bbbee0cbc",0,67606,0,0,67606,0,0,67606,0,0,0,0,1057,0,0,1057,0,0,42591.78,0,0,0,0,158550,0,0,158550,42591.78
"BR0128","BonsaiPremium Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref OWN","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",5523,0,0,0,5523,0,0,0,5523,0,0,0,0,87,0,87,0,0,0,2319.66,0,0,0,0,13050,0,13050,2319.66
"BR0129","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref EG9","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",2589,0,0,0,2589,0,0,0,2589,0,0,0,0,41,0,41,0,0,0,1087.38,0,0,0,0,6150,0,6150,1087.38
