"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_por_pallet"
"BR0105","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref TJZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"55b52b97c05b19dbbbefa191622fe36a",66,4.1,386,286,179,394.2,294.2,187.2,1800,800,1200,9,2,4,72,0.904594392,19760884,21710265.408,1728000000,1.3768,0.08,1200,168.415902140673,4150192,6511048,34760,2059872,20680,0.65,1038094.85,0.455,0.455,0.715,0.52,0.715,-30,-30,10,-20,10,150
"BR0106","Bastones rectos de brocoli 13x13 mm - clasico - Caja de 5 packs de 2,5 kg | Ref TQN","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Atelier Frites","Bastones extra crocantes","Grueso",12.5,"5 X 2,5 KG",5,2.5,"371bc8e13ebaec61128f288334956fa5",41,4.5,391,255,230,400,264,239,1800,800,1200,7,2,4,56,0.817911111111111,22932150,25238400,1728000000,1.328,0.08,1400,189.520897043833,0,0,12592,0,0,0.65,8184.8,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0107","Bastones rectos de brocoli - clasico - Caja de 2 packs de 5,25 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",10.5,"2 X 5,25 KG",2,5.25,"35174969e008414733b7133a380c2f8c",38,4.5,391,255,240,400,264,249,1800,800,1200,7,2,4,56,0.852133333333333,23929200,26294400,1728000000,1.328,0.08,1400,189.520897043833,0,0,81566,0,0,0.65,53017.9,0.715,0.715,0.585,0.715,0.715,10,10,-10,10,10,150
"BR0108","11 bolsas de 1 kg | Brocoli en rejilla","Brocoli en rejilla","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",11,"11 X 1 KG",11,1,"a2c4cc4e764be062aaefa64a99695dbe",123,2.7,395,296,301,400,301.4,306.4,1800,800,1200,5,2,3,30,0.641312222222222,35192920,36939584,1728000000,1.4028,0.06,730,104.387767584098,0,11355,0,0,0,0.6,6813,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0109","13 bolsas de 1 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"60eb77c934f99a121f410ec2037a2a46",77,2.7,395,296,306,400,301.4,311.4,1800,800,1200,5,2,3,30,0.6517775,35777520,37542384,1728000000,1.4028,0.06,730,104.387767584098,0,17891,0,0,0,0.6,10734.6,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0110","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref Y78","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"3826faf22304dbe5bef22f8c36155874",42,2.7,393,255,224,398.4,260.4,229.4,1800,800,1200,7,2,4,56,0.771255034666667,22448160,23798726.784,1728000000,1.3176,0.06,730,98.0477064220183,0,15447030,2627646,20043672,9200934,0.6,3198445.2,0.66,0.42,0.48,0.42,0.42,10,-30,-20,-30,-30,150
"BR0111","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 5 packs de 2,5 kg | Ref FLQ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",119,2.7,393,255,204,398.4,260.4,209.4,1800,800,1200,8,2,4,64,0.804587392,20443860,21723859.584,1728000000,1.3176,0.06,730,98.0477064220183,422280,1385562,0,4166136,0,0.6,597397.8,0.54,0.48,0.66,0.42,0.66,-10,-20,10,-30,10,150
"BR0112","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref 0FC","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",199,2.7,393,255,209,398.4,260.4,214.4,1800,800,1200,8,2,4,64,0.823799125333333,20944935,22242576.384,1728000000,1.3176,0.06,730,98.0477064220183,133266,515298,0,3609036,0,0.6,425760,0.6,0.54,0.66,0.42,0.66,0,-10,10,-30,10,150
"BR0113","5 bolsas de 2,5 kg | Bastones rectos de brocoli con cabo | Ref C2H","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"3f4b03b56bb388655f2cb1495b69f5d7",48,4.1,388,288,278,396.2,296.2,286.2,1800,800,1200,6,2,4,48,0.932967798,31064832,33586840.728,1728000000,1.3848,0.08,1200,169.394495412844,0,0,0,0,7783,0.65,5058.95,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0114","5 bolsas de 1,75 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",8.75,"5 X 1,75 KG",5,1.75,"d0098765b25906b02fe80a96f1e6e287",170,2.5,395,296,255,400,301,260,1800,800,1200,6,2,3,36,0.652166666666667,29814600,31304000,1728000000,1.402,0.06,600,85.7492354740061,9070,0,0,0,0,0.6,5442,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0115","BonsaiGreen Brocoli en rejilla sazonado, picante, crocante 5 x 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,0,0,5957995,0,0,0.65,774539.35,0.715,0.715,0.455,0.715,0.715,10,10,-30,10,10,150
"BR0116","5 bolsas de 2,5 kg | Gajos de brocoli sazonado, picante, crocante","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,5214468,32879,0,0,0.65,487253.65,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0117","BonsaiGreen Espirales de brocoli sazonado, picante, crocante 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,0,0,2340884,0,0,0.65,380393.65,0.715,0.715,0.455,0.715,0.715,10,10,-30,10,10,150
"BR0118","Espirales de brocoli - clasico - Caja de 13 packs de 0,5 kg | Ref 57C","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"5752498adef915345dabc54b32edf146",68,2.7,395,296,219,400,301.4,224.4,1800,800,1200,8,2,3,48,0.751490666666667,25605480,27053664,1728000000,1.4028,0.06,730,104.387767584098,0,194538,0,0,0,0.6,58361.4,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0119","BonsaiGreen Bastones rectos de brocoli 5 x 2,5 kg | Ref WIX","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fea00d6f87d3f80808e9e8d1b501120a",204,2.7,395,296,184,400,301.4,189.4,1800,800,1200,9,2,3,54,0.7135645,21513280,22834064,1728000000,1.4028,0.06,730,104.387767584098,0,0,35599,0,0,0.6,21359.4,0.66,0.66,0.6,0.66,0.66,10,10,0,10,10,150
"BR0120","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref MMY","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1333ec917a8a6111a3fac88649307892",9,4.6,380,287,219,389.2,296.2,228.2,1800,800,1200,7,2,4,56,0.852545987481481,23884140,26307133.328,1728000000,1.3708,0.1,1450,202.615698267074,439,0,0,0,0,0.7,307.3,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0121","16 bolsas de 0,75 kg | Brocoli en rejilla","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"c98f51071fa8c135d7071023f6b23ac0",161,4.1,388,288,348,396.2,296.2,356.2,1800,800,1200,5,2,4,40,0.967630822407407,38886912,41801651.528,1728000000,1.3848,0.08,1200,169.394495412844,0,12373,0,0,0,0.65,8042.45,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0122","16 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"2358aed8ccfb64eb89ff5dcd9e30de7d",26,2.7,395,296,352,400,301.4,357.4,1800,800,1200,5,2,3,30,0.748058055555555,41155840,43088144,1728000000,1.4028,0.06,730,104.387767584098,0,52656,0,0,0,0.6,15796.8,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0123","BonsaiGreen Brocoli zigzag 13 x 1 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"0835ff365412a67b720a19713ec250f3",3,4.1,386,286,278,394.2,294.2,286.2,1800,800,1200,6,2,4,48,0.921990438,30690088,33191655.768,1728000000,1.3768,0.08,1200,168.415902140673,0,0,0,0,9196,0.65,5977.4,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0124","16 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"2358aed8ccfb64eb89ff5dcd9e30de7d",26,2.7,395,296,352,400,301.4,357.4,1800,800,1200,5,2,3,30,0.748058055555555,41155840,43088144,1728000000,1.4028,0.06,730,104.387767584098,0,52656,0,0,0,0.6,15796.8,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0125","Gajos de brocoli - con cabo - Caja de 13 packs de 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"a699f7e10a026261e599215bbbee0cbc",126,4.8,380,282,202,389.6,291.6,211.6,1800,800,1200,8,2,4,64,0.890345088,21646320,24039317.376,1728000000,1.3624,0.1,1550,215.261977573904,0,8114,160044,0,0,0.7,58855.3,0.77,0.77,0.63,0.77,0.77,10,10,-10,10,10,150
"BR0126","13 bolsas de 1 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",13,"13 X 1 KG",13,1,"aaf392f3c544855a81cee5b4895b3983",131,4.8,380,282,256,389.6,291.6,265.6,1800,800,1200,6,2,4,48,0.838169856,27432960,30174114.816,1728000000,1.3624,0.1,1550,215.261977573904,58942,0,0,0,0,0.7,41259.4,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0127","Gajos de brocoli - clasico - Caja de 13 packs de 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",13,"13 X 1 KG",13,1,"a699f7e10a026261e599215bbbee0cbc",126,4.8,380,282,202,389.6,291.6,211.6,1800,800,1200,8,2,4,64,0.890345088,21646320,24039317.376,1728000000,1.3624,0.1,1550,215.261977573904,0,8114,160044,0,0,0.7,58855.3,0.77,0.77,0.63,0.77,0.77,10,10,-10,10,10,150
"BR0128","BonsaiPremium Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref OWN","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",199,2.7,393,255,209,398.4,260.4,214.4,1800,800,1200,8,2,4,64,0.823799125333333,20944935,22242576.384,1728000000,1.3176,0.06,730,98.0477064220183,133266,515298,0,3609036,0,0.6,425760,0.6,0.54,0.66,0.42,0.66,0,-10,10,-30,10,150
"BR0129","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref EG9","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",199,2.7,393,255,209,398.4,260.4,214.4,1800,800,1200,8,2,4,64,0.823799125333333,20944935,22242576.384,1728000000,1.3176,0.06,730,98.0477064220183,133266,515298,0,3609036,0,0.6,425760,0.6,0.54,0.66,0.42,0.66,0,-10,10,-30,10,150
"BR0130","Espirales de brocoli - clasico - Caja de 13 packs de 0,75 kg | Ref G3W","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"4989f7c44b56191eebb2c0b95763c0db",54,2.7,395,296,250,400,301.4,255.4,1800,800,1200,7,2,3,42,0.748392944444444,29230000,30791024,1728000000,1.4028,0.06,730,104.387767584098,0,990990,0,0,0,0.6,198198,0.66,0.48,0.66,0.66,0.66,10,-20,10,10,10,150
"BR0131","Bastones rectos de brocoli - clasico - Caja de 13 packs de 1,25 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",16.25,"13 X 1,25 KG",13,1.25,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,1124998,9039079,0,349489,0.6,901162.8,0.66,0.48,0.42,0.66,0.6,10,-20,-30,10,0,150
"BR0132","Croquetas de brocoli - clasico - Caja de 11 packs de 1 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"34dbd33aabcf7123c6ee197304f6312d",37,2.7,395,245,230,400,250.4,235.4,1800,800,1200,7,2,4,56,0.764090962962963,22258250,23577664,1728000000,1.3008,0.06,730,96.7975535168196,19190,43692,28596,14402,17010,0.6,36867,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0133","5 bolsas de 2,5 kg | Croquetas de brocoli","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"34dbd33aabcf7123c6ee197304f6312d",37,2.7,395,245,230,400,250.4,235.4,1800,800,1200,7,2,4,56,0.764090962962963,22258250,23577664,1728000000,1.3008,0.06,730,96.7975535168196,19190,43692,28596,14402,17010,0.6,36867,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0134","11 bolsas de 1,25 kg | Bastones rectos de brocoli | Ref GRR","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",13.75,"11 X 1,25 KG",11,1.25,"b10375e57c7a7f209de7bf3aec5aa29f",141,4.1,386,286,268,394.2,294.2,276.2,1800,800,1200,6,2,4,48,0.889775538,29586128,32031919.368,1728000000,1.3768,0.08,1200,168.415902140673,827898,0,87708,0,0,0.65,595143.9,0.455,0.715,0.585,0.715,0.715,-30,10,-10,10,10,150
"BR0135","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref WKT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"e205014ff79e36431f829f1fab46061c",182,4.1,388,288,273,396.2,296.2,281.2,1800,800,1200,6,2,4,48,0.916668570222222,30506112,33000068.528,1728000000,1.3848,0.08,1200,169.394495412844,46669,0,0,0,0,0.65,30334.85,0.65,0.715,0.715,0.715,0.715,0,10,10,10,10,150
"BR0136","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref R5M","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"4d0dc68792c8a76defd00faaff677665",57,4.6,379,281,289,388.2,290.2,298.2,1800,800,1200,6,2,4,48,0.933164218,30778211,33593911.848,1728000000,1.3568,0.1,1450,200.546381243629,101927,74035,0,0,0,0.7,123173.4,0.56,0.63,0.77,0.77,0.77,-20,-10,10,10,10,150
"BR0136XL","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref R5M XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"584c93c412f45cd05fb6c4c753038aa1",69,4.6,379,285,289,388.2,294.2,298.2,1800,800,1200,6,2,4,48,0.946026578,31216335,34056956.808,1728000000,1.3648,0.1,1450,201.728848114169,109265,79365,0,0,0,0.7,132041,0.56,0.63,0.77,0.77,0.77,-20,-10,10,10,10,150
"BR0137","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref BLU","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"cd9c1ebb698c60a0d79bc82cf70c2404",165,2.7,393,255,311,398.4,260.4,316.4,1800,800,1200,5,2,4,40,0.759824053333333,31166865,32824399.104,1728000000,1.3176,0.06,730,98.0477064220183,0,347390,25311,0,0,0.6,223620.6,0.66,0.48,0.6,0.66,0.66,10,-20,0,10,10,150
"BR0138","2 bolsas de 2,5 kg | Rosti de brocoli","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,217344,0,0,0,0,0.7,25356.8,0.7,0.77,0.77,0.77,0.77,0,10,10,10,10,150
"BR0139","BonsaiPremium Rodajas de brocoli con cabo 5 x 1,75 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"c9eb200a8d16b9dc82e130d6874c099c",162,2.7,395,296,270,400,301.4,275.4,1800,800,1200,6,2,3,36,0.691713,31568400,33202224,1728000000,1.4028,0.06,730,104.387767584098,0,71748,0,0,0,0.6,43048.8,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0140","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref SDH","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,0,1044045,1330340,0,1918650,0.65,558094.55,0.715,0.52,0.52,0.715,0.52,10,-20,-20,10,-20,150
"BR0141","13 bolsas de 0,5 kg | Brocoli en rejilla | Ref QNX","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13x0,5 kg",13,0.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,0,1044045,1330340,0,1918650,0.65,558094.55,0.715,0.52,0.52,0.715,0.52,10,-20,-20,10,-20,150
"BR0142","Brocoli en rejilla - clasico - Caja de 11 packs de 1 kg | Ref M9P","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11X1,0 KG",11,1,"8f26468860664ecfed551104179d7f3e",106,4.1,386,286,318,394.2,294.2,326.2,1800,800,1200,5,2,4,40,0.875708365,35105928,37830601.368,1728000000,1.3768,0.08,1200,168.415902140673,0,29780,0,0,0,0.65,19357,0.715,0.65,0.715,0.715,0.715,10,0,10,10,10,150
"BR0143","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref GW8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"cc0d190e9c91b2ee40868981c9f6d0f6",164,4.8,380,282,266,389.6,291.6,275.6,1800,800,1200,6,2,4,48,0.869727456,28504560,31310188.416,1728000000,1.3624,0.1,1550,215.261977573904,0,0,0,280409,0,0.7,196286.3,0.77,0.77,0.77,0.56,0.77,10,10,10,-20,10,150
"BR0144","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"1e68edd4dd3edf793634e204ec225c3b",20,4.8,380,282,215,389.6,291.6,224.6,1800,800,1200,8,2,4,64,0.945044928,23039400,25516213.056,1728000000,1.3624,0.1,1550,215.261977573904,0,0,0,145199,0,0.7,101639.3,0.77,0.77,0.77,0.56,0.77,10,10,10,-20,10,150
"BR0145","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref AS7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"952d7cb277c22fee189451276b46d536",110,4.1,388,288,179,396.2,296.2,187.2,1800,800,1200,9,2,4,72,0.915364632,20002176,21968751.168,1728000000,1.3848,0.08,1200,169.394495412844,0,54263,4459,23818,0,0.65,53651,0.715,0.585,0.715,0.65,0.715,10,-10,10,0,10,150
"BR0146","Bastones rectos de brocoli 9x18 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"ddc544b82bb095f53666029f60d7e482",180,4.5,391,296,173,400,305,182,1800,800,1200,9,2,3,54,0.693875,20022328,22204000,1728000000,1.41,0.08,1400,201.223241590214,0,16673,0,56662,0,0.65,47667.75,0.715,0.715,0.715,0.585,0.715,10,10,10,10,10,150
"BR0147","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref VXL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",63,4.1,388,288,214,396.2,296.2,222.2,1800,800,1200,8,2,4,64,0.965783576592592,23913216,26076156.568,1728000000,1.3848,0.08,1200,169.394495412844,0,1306778,768266,0,0,0.65,674389.3,0.715,0.455,0.52,0.715,0.715,10,-30,-20,10,10,150
"BR0148","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",11,4.1,388,288,189,396.2,296.2,197.2,1800,800,1200,9,2,4,72,0.964262315333333,21119616,23142295.568,1728000000,1.3848,0.08,1200,169.394495412844,7376,400966,276394,5536,6538,0.65,226463.25,0.715,0.52,0.52,0.715,0.715,10,-20,20,10,10,150
"BR0149","5 bolsas de 2,5 kg | Bastones rectos de brocoli 13x13 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",203,4.1,388,288,174,396.2,296.2,182.2,1800,800,1200,9,2,4,72,0.890915790333333,19443456,21381978.968,1728000000,1.3848,0.08,1200,169.394495412844,0,0,104206,0,0,0.65,33866.95,0.715,0.715,0.585,0.715,0.715,10,10,-10,10,10,150
"BR0150","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref XV0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"631adf6ff70b5781bcd77a8f20a140e0",81,4.1,386,286,192,394.2,294.2,200.2,1800,800,1200,8,2,4,64,0.859923064,21196032,23217922.728,1728000000,1.3768,0.08,1200,168.415902140673,0,104569,29711,0,0,0.65,87282,0.715,0.52,0.65,0.715,0.715,10,-20,0,10,10,150
"BR0151","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref QIL","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,2412,410136,5138148,1914,1944,0.65,601743.35,0.715,0.585,0.455,0.715,0.715,10,-10,-30,10,10,150
"BR0152","Bastones rectos de brocoli 9x9 mm - sazonado - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,0,224824,796116,0,0,0.65,165902.75,0.715,0.585,0.52,0.715,0.715,10,-10,-20,10,10,150
"BR0153","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref V9S","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"a81b2225c037d3a9acb4e700a03958ae",129,4.1,386,286,232,394.2,294.2,240.2,1800,800,1200,7,2,4,56,0.902768881,25611872,27856868.328,1728000000,1.3768,0.08,1200,168.415902140673,0,0,173204,0,0,0.65,112582.6,0.715,0.715,0.52,0.715,0.715,10,10,-20,10,10,150
