codigo_producto,candidate_id,costo_flete_usd,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg,capacidad_pallet_validada,costo_flete_usd_validado
BR0130,t3_0_c03929,362700.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,362700
BR0131,t3_0_c03929,156150.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,156150
BR0132,t3_0_c02055,94800.000000000000,par_factible,BR0048|BR0132,3.000000000000,393.644347892194,233.933489959603,244.374334885580,399.644347892194,239.933489959603,250.374334885580,2,5,7,70,130.393033960452,70,94800
BR0133,t3_0_c02055,37650.000000000000,par_factible,BR0048|BR0132,3.000000000000,393.644347892194,233.933489959603,244.374334885580,399.644347892194,239.933489959603,250.374334885580,2,5,7,70,130.393033960452,70,37650
BR0134,t3_0_c04025,2861400.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,2861400
BR0135,t3_0_c04025,145950.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,145950
BR0136,t3_0_c04025,550050.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,550050
BR0136XL,t3_0_c04025,589650.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,589650
BR0137,t3_0_c02740,1164900.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,1164900
BR0138,t3_0_c00050,2400.000000000000,optima_individual,BR0043,3.000000000000,390.088347872810,233.458388343332,151.416841079885,396.088347872810,239.458388343332,157.416841079885,2,5,11,110,129.571198772818,110,2400
BR0139,t3_0_c04025,224250.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,224250
BR0140,t3_0_c00215,44250.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,44250
BR0141,t3_0_c00215,154800.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,154800
BR0142,t3_0_c04122,111750.000000000000,par_factible,BR0137|BR0142,3.000000000000,392.984431148150,270.926903873598,329.725846264846,398.984431148150,276.926903873598,335.725846264846,2,4,5,40,137.800474695746,40,111750
BR0143,t3_0_c00215,751200.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,751200
BR0144,t3_0_c02065,340350.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,340350
BR0145,t3_0_c01885,154950.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,154950
BR0146,t3_0_c01885,137700.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,137700
BR0147,t3_0_c03328,2003850.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,2003850
BR0148,t3_0_c00182,676800.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,676800
BR0149,t3_0_c01885,67800.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,67800
BR0150,t3_0_c00182,279900.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,279900
BR0151,t3_0_c00244,223800.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,223800
BR0152,t3_0_c03328,277500.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,277500
BR0153,t3_0_c02927,463950.000000000000,par_factible,BR0089|BR0153,3.000000000000,393.707692424025,263.789457249705,246.609612684429,399.707692424025,269.789457249705,252.609612684429,2,4,7,56,136.492791661317,56,463950
BR0154,t3_0_c03328,428250.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,428250
BR0155,t3_0_c03763,126600.000000000000,par_factible,BR0120|BR0184,3.000000000000,393.846318385460,293.882265270826,206.352365791362,399.846318385460,299.882265270826,212.352365791362,2,4,8,64,142.656182829562,64,126600
BR0156,t3_0_c01906,30000.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,30000
BR0157,t3_0_c05690,1225200.000000000000,par_factible,BR0305|BR0323,3.000000000000,393.397607007077,293.568154721256,249.904557806744,399.397607007077,299.568154721256,255.904557806744,2,4,7,56,142.500663579750,56,1225200
BR0158,t3_0_c01885,34650.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,34650
BR0159,t3_0_c00017,557850.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,557850
BR0160,t3_0_c00017,273450.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,273450
BR0161,t3_0_c00182,49650.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,49650
BR0162,t3_0_c03328,260100.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,260100
BR0163,t3_0_c03763,130500.000000000000,par_factible,BR0120|BR0184,3.000000000000,393.846318385460,293.882265270826,206.352365791362,399.846318385460,299.882265270826,212.352365791362,2,4,8,64,142.656182829562,64,130500
BR0164,t3_0_c00017,15150.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,15150
BR0165,t3_0_c00182,26100.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,26100
BR0166,t3_0_c00161,47100.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,47100
BR0167,t3_0_c00017,6450.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,6450
BR0168,t3_0_c00182,103950.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,103950
BR0169,t3_0_c03328,49050.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,49050
BR0170,t3_0_c00161,11700.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,11700
BR0171,t3_0_c01912,103050.000000000000,par_factible,BR0036|BR0324,3.000000000000,392.816671857971,263.672587953179,173.323471288646,398.816671857971,269.672587953179,179.323471288646,2,4,10,80,136.287309530328,80,103050
BR0172,t3_0_c00244,91650.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,91650
BR0173,t3_0_c03328,772350.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,772350
BR0174,t3_0_c00017,84600.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,84600
BR0175,t3_0_c04025,56400.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,56400
BR0176,t3_0_c00072,32250.000000000000,optima_individual,BR0076,3.000000000000,393.899158030004,271.172057647342,157.620258901912,399.899158030004,277.172057647342,163.620258901912,2,4,11,88,138.036943736317,88,32250
BR0177,t3_0_c00072,5100.000000000000,optima_individual,BR0076,3.000000000000,393.899158030004,271.172057647342,157.620258901912,399.899158030004,277.172057647342,163.620258901912,2,4,11,88,138.036943736317,88,5100
BR0178,t3_0_c00173,128550.000000000000,optima_individual,BR0178,3.000000000000,393.899158030004,265.854958477787,157.620258901912,399.899158030004,271.854958477787,163.620258901912,2,4,11,88,136.952927606575,88,128550
BR0179,t3_0_c00161,42000.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,42000
BR0180,t3_0_c00072,59400.000000000000,optima_individual,BR0076,3.000000000000,393.899158030004,271.172057647342,157.620258901912,399.899158030004,277.172057647342,163.620258901912,2,4,11,88,138.036943736317,88,59400
BR0181,t3_0_c00072,55500.000000000000,optima_individual,BR0076,3.000000000000,393.899158030004,271.172057647342,157.620258901912,399.899158030004,277.172057647342,163.620258901912,2,4,11,88,138.036943736317,88,55500
BR0182,t3_0_c00215,907650.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,907650
BR0183,t3_0_c02065,91200.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,91200
BR0184,t3_0_c00182,12450.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,12450
BR0185,t3_0_c02740,147750.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,147750
BR0186,t3_0_c03328,187350.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,187350
BR0187,t3_0_c02780,1950.000000000000,par_factible,BR0081|BR0403,3.000000000000,392.925346983508,262.914337234015,292.383777521306,398.925346983508,268.914337234015,298.383777521306,2,4,6,48,136.154878217966,48,1950
BR0188,t3_0_c00182,355950.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,355950
BR0189,t3_0_c05529,1501650.000000000000,par_factible,BR0281|BR0329,3.000000000000,393.463918085494,263.730513018633,237.947756656019,399.463918085494,269.730513018633,243.947756656019,2,4,7,56,136.431075337856,56,1501650
BR0190,t3_0_c05529,46650.000000000000,par_factible,BR0281|BR0329,3.000000000000,393.463918085494,263.730513018633,237.947756656019,399.463918085494,269.730513018633,243.947756656019,2,4,7,56,136.431075337856,56,46650
BR0191,t3_0_c02065,207000.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,207000
BR0192,t3_0_c01232,175950.000000000000,par_factible,BR0021|BR0289,3.000000000000,392.822994214035,233.742158348144,211.031207366200,398.822994214035,239.742158348144,217.031207366200,2,5,8,80,130.186574168507,80,175950
BR0193,t3_0_c02731,1102350.000000000000,par_factible,BR0080|BR0363,3.000000000000,391.509154021161,270.418918157633,284.666922283448,397.509154021161,276.418918157633,290.666922283448,2,4,6,48,137.396139767485,48,1102350
BR0194,t3_0_c00012,151050.000000000000,optima_individual,BR0007,3.000000000000,393.879450675377,293.913580311683,293.899489682015,399.879450675377,299.913580311683,299.899489682015,2,4,6,48,142.669321938660,48,151050
BR0195,t3_0_c00012,986700.000000000000,optima_individual,BR0007,3.000000000000,393.879450675377,293.913580311683,293.899489682015,399.879450675377,299.913580311683,299.899489682015,2,4,6,48,142.669321938660,48,986700
BR0196,t3_0_c02731,97050.000000000000,par_factible,BR0080|BR0363,3.000000000000,391.509154021161,270.418918157633,284.666922283448,397.509154021161,276.418918157633,290.666922283448,2,4,6,48,137.396139767485,48,97050
BR0197,t3_0_c00182,127500.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,127500
BR0198,t3_0_c00182,451650.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,451650
BR0199,t3_0_c03328,100800.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,100800
BR0200,t3_0_c01885,132600.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,132600
BR0201,t3_0_c00244,44550.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,44550
BR0202,t3_0_c01885,152100.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,152100
BR0203,t3_0_c02065,748050.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,748050
BR0204,t3_0_c03395,179250.000000000000,par_factible,BR0106|BR0125,3.000000000000,393.679803576818,271.143676591170,214.833582632121,399.679803576818,277.143676591170,220.833582632121,2,4,8,64,137.986437007085,64,179250
BR0205,t3_0_c00244,755700.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,755700
BR0206,t3_0_c00182,1126050.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,1126050
BR0207,t3_0_c00182,1539600.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,1539600
BR0208,t3_0_c02927,22500.000000000000,par_factible,BR0089|BR0153,3.000000000000,393.707692424025,263.789457249705,246.609612684429,399.707692424025,269.789457249705,252.609612684429,2,4,7,56,136.492791661317,56,22500
BR0209,t3_0_c01885,35550.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,35550
BR0209XL,t3_0_c00182,42600.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,42600
BR0210,t3_0_c01906,114600.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,114600
BR0211,t3_0_c01906,89250.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,89250
BR0212,t3_0_c05177,155700.000000000000,par_factible,BR0212|BR0255,3.000000000000,392.717315350380,284.364648791201,353.218365142756,398.717315350380,290.364648791201,359.218365142756,2,4,5,40,140.485618220339,40,155700
BR0213,t3_0_c03763,112650.000000000000,par_factible,BR0120|BR0184,3.000000000000,393.846318385460,293.882265270826,206.352365791362,399.846318385460,299.882265270826,212.352365791362,2,4,8,64,142.656182829562,64,112650
BR0214,t3_0_c04434,64650.000000000000,par_factible,BR0149|BR0184,3.000000000000,393.817939885665,293.858578161277,185.063687650431,399.817939885665,299.858578161277,191.063687650431,2,4,9,72,142.645568026540,72,64650
BR0215,t3_0_c04434,7800.000000000000,par_factible,BR0149|BR0184,3.000000000000,393.817939885665,293.858578161277,185.063687650431,399.817939885665,299.858578161277,191.063687650431,2,4,9,72,142.645568026540,72,7800
BR0216,t3_0_c01912,74250.000000000000,par_factible,BR0036|BR0324,3.000000000000,392.816671857971,263.672587953179,173.323471288646,398.816671857971,269.672587953179,179.323471288646,2,4,10,80,136.287309530328,80,74250
BR0217,t3_0_c01885,53850.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,53850
BR0218,t3_0_c01906,3750.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,3750
BR0219,t3_0_c04442,94650.000000000000,par_factible,BR0149|BR0219,3.000000000000,393.795645664979,293.853501914681,168.024145066779,399.795645664979,299.853501914681,174.024145066779,2,4,10,80,142.639987910942,80,94650
BR0220,t3_0_c01900,65100.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,65100
BR0221,t3_0_c01912,439200.000000000000,par_factible,BR0036|BR0324,3.000000000000,392.816671857971,263.672587953179,173.323471288646,398.816671857971,269.672587953179,179.323471288646,2,4,10,80,136.287309530328,80,439200
BR0222,t3_0_c01179,123150.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,123150
BR0223,t3_0_c01900,103800.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,103800
BR0224,t3_0_c05277,57750.000000000000,par_factible,BR0224|BR0225,3.000000000000,392.631371988138,262.663912939518,143.816611467009,398.631371988138,268.663912939518,149.816611467009,2,4,12,96,136.043889576902,96,57750
BR0225,t3_0_c05277,118950.000000000000,par_factible,BR0224|BR0225,3.000000000000,392.631371988138,262.663912939518,143.816611467009,398.631371988138,268.663912939518,149.816611467009,2,4,12,96,136.043889576902,96,118950
BR0226,t3_0_c01900,40500.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,40500
BR0227,t3_0_c01331,108450.000000000000,par_factible,BR0023|BR0265,3.000000000000,393.259674904599,233.837820648833,190.052733420557,399.259674904599,239.837820648833,196.052733420557,2,5,9,90,130.295104848615,90,108450
BR0228,t3_0_c01900,67500.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,67500
BR0229,t3_0_c01179,341250.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,341250
BR0230,t3_0_c00161,3600.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,3600
BR0231,t3_0_c01906,3600.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,3600
BR0232,t3_0_c00215,31200.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,31200
BR0233,t3_0_c00012,1385550.000000000000,optima_individual,BR0007,3.000000000000,393.879450675377,293.913580311683,293.899489682015,399.879450675377,299.913580311683,299.899489682015,2,4,6,48,142.669321938660,48,1385550
BR0234,t3_0_c01900,116700.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,116700
BR0235,t3_0_c01389,30450.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,30450
BR0236,t3_0_c01389,231300.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,231300
BR0237,t3_0_c04534,45000.000000000000,par_factible,BR0151|BR0371,3.000000000000,393.288142989791,293.489681815439,243.106387964785,399.288142989791,299.489681815439,249.106387964785,2,4,7,56,142.462348203354,56,45000
BR0238,t3_0_c00215,102600.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,102600
BR0239,t3_0_c05349,3838050.000000000000,par_factible,BR0239|BR0339,3.000000000000,392.065471387297,233.576210143892,262.412056686635,398.065471387297,239.576210143892,268.412056686635,2,5,6,60,129.998302808312,60,3838050
BR0240,t3_0_c05349,365550.000000000000,par_factible,BR0239|BR0339,3.000000000000,392.065471387297,233.576210143892,262.412056686635,398.065471387297,239.576210143892,268.412056686635,2,5,6,60,129.998302808312,60,365550
BR0241,t3_0_c00215,57150.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,57150
BR0242,t3_0_c00215,275400.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,275400
BR0243,t3_0_c04025,2753250.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,2753250
BR0244,t3_0_c04534,1467600.000000000000,par_factible,BR0151|BR0371,3.000000000000,393.288142989791,293.489681815439,243.106387964785,399.288142989791,299.489681815439,249.106387964785,2,4,7,56,142.462348203354,56,1467600
BR0245,t3_0_c02230,44550.000000000000,par_factible,BR0051|BR0245,3.000000000000,393.555282378015,232.973500554299,238.125950324208,399.555282378015,238.973500554299,244.125950324208,2,5,7,70,130.179159361269,70,44550
BR0246,t3_0_c02048,328650.000000000000,par_factible,BR0048|BR0089,3.000000000000,391.471079795313,233.630666481262,248.209749977919,397.471079795313,239.630666481262,254.209749977919,2,5,7,70,129.888224266169,70,328650
BR0247,t3_0_c02740,2065050.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,2065050
BR0248,t3_0_c05426,2160600.000000000000,par_factible,BR0248|BR0400,3.000000000000,393.601957405569,280.627219137481,311.550127412735,399.601957405569,286.627219137481,317.550127412735,2,4,5,40,139.904010153060,40,2160600
BR0249,t3_0_c04025,883050.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,883050
BR0250,t3_0_c04025,41250.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,41250
BR0251,t3_0_c04122,450600.000000000000,par_factible,BR0137|BR0142,3.000000000000,392.984431148150,270.926903873598,329.725846264846,398.984431148150,276.926903873598,335.725846264846,2,4,5,40,137.800474695746,40,450600
BR0252,t3_0_c04122,4389900.000000000000,par_factible,BR0137|BR0142,3.000000000000,392.984431148150,270.926903873598,329.725846264846,398.984431148150,276.926903873598,335.725846264846,2,4,5,40,137.800474695746,40,4389900
BR0253,t3_0_c05440,7174350.000000000000,par_factible,BR0256|BR0343,3.000000000000,393.439879145896,270.858567588142,341.221264674101,399.439879145896,276.858567588142,347.221264674101,2,4,5,40,137.879396552712,40,7174350
BR0254,t3_0_c05440,147450.000000000000,par_factible,BR0256|BR0343,3.000000000000,393.439879145896,270.858567588142,341.221264674101,399.439879145896,276.858567588142,347.221264674101,2,4,5,40,137.879396552712,40,147450
BR0255,t3_0_c05177,2653050.000000000000,par_factible,BR0212|BR0255,3.000000000000,392.717315350380,284.364648791201,353.218365142756,398.717315350380,290.364648791201,359.218365142756,2,4,5,40,140.485618220339,40,2653050
BR0256,t3_0_c05177,1531200.000000000000,par_factible,BR0212|BR0255,3.000000000000,392.717315350380,284.364648791201,353.218365142756,398.717315350380,290.364648791201,359.218365142756,2,4,5,40,140.485618220339,40,1531200
BR0257,t3_0_c04025,361650.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,361650
BR0258,t3_0_c04025,402000.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,402000
